标题,播放,评论,回馈率（‰）,分词后标题
RT鹅军哥|AEK-971——昙花一现的特种突击步枪,9744.0,10.0,1.026272577996716,RT 鹅军哥 | AEK - 971 — — 昙花一现 的 特种 突击 步枪
日本突然重新清点岛屿，称多出7000多座,239000.0,74.0,0.309623430962343,日本 突然 重新 清点 岛屿 ， 称 多出 7000 多座
这是一份来自家喻户晓的学霸的试卷……,433000.0,197.0,0.4549653579676674,这是 一份 来自 家喻户晓 的 学霸 的 试卷 … …
过去24小时 解放军都做了什么？,1029000.0,2072.0,2.0136054421768708,过去 24 小时   解放军 都 做 了 什么 ？
美国姑娘穿汉服跳“卷珠帘”太惊艳！不爱迪士尼：想成为中国公主,15000.0,10.0,0.6666666666666666,美国 姑娘 穿 汉服 跳 “ 卷 珠帘 ” 太 惊艳 ！ 不爱 迪士尼 ： 想 成为 中国 公主
这个特别版本的错位时空真的听到泪奔！致敬英烈，铭记历史！,81000.0,315.0,3.888888888888889,这个 特别 版本 的 错位 时空 真的 听到 泪奔 ！ 致敬 英烈 ， 铭记 历史 ！
台湾民众怒了：在民进党施政下，活得一点尊严都没有！,26000.0,124.0,4.769230769230769,台湾 民众 怒 了 ： 在 民进党 施政 下 ， 活 得 一点 尊严 都 没有 ！
外交部宣布制裁佩洛西,79000.0,5.0,0.0632911392405063,外交部 宣布 制裁 佩洛西
我们拿文心一言和chatGPT比了比，结果是…,7058.0,15.0,2.1252479455936526,我们 拿 文心 一言 和 chatGPT 比 了 比 ， 结果 是 …
蔡英文欲窜美，大陆直接摊牌了，已改变对她的称呼，用意值得细品,365000.0,258.0,0.7068493150684931,蔡 英文 欲 窜 美 ， 大陆 直接 摊牌 了 ， 已 改变 对 她 的 称呼 ， 用意 值得 细品
欧洲议员发出灵魂拷问：我们是要与中国打仗么？这对我们有什么好处？我们有毛病吧？,2653000.0,788.0,0.2970222389747455,欧洲 议员 发出 灵魂 拷问 ： 我们 是 要 与 中国 打仗 么 ？ 这 对 我们 有 什么 好处 ？ 我们 有 毛病 吧 ？
普京：2022年俄罗斯对外贸易额增长8.1%，全年实现贸易顺差3320亿美元,15000.0,11.0,0.7333333333333334,普京 ： 2022 年 俄罗斯 对外贸易 额 增长 8.1% ， 全年 实现 贸易顺差 3320 亿美元
《声生不息·宝岛季》杨宗纬《鹿港小镇》抚平游子乡愁，愿霓虹灯照亮回家的路,8727.0,6.0,0.6875214850464078,《 声生 不息 · 宝岛 季 》 杨宗纬 《 鹿港 小镇 》 抚平 游子 乡愁 ， 愿 霓虹灯 照亮 回家 的 路
福建舰最新画面曝光，舰体被熏黑有2好消息，电磁阻拦超美福特级,44000.0,156.0,3.545454545454546,福建 舰 最新 画面 曝光 ， 舰体 被 熏黑 有 2 好消息 ， 电磁 阻拦 超美福 特级
王建煊:我当选后立即谈判和平统一 我们就叫中华人民共和国台湾特别行政区,292000.0,788.0,2.698630136986301,王建煊 : 我 当选 后 立即 谈判 和平统一   我们 就 叫 中华人民共和国 台湾 特别 行政区
儿子研制神舟飞船送爸爸上太空！,34000.0,36.0,1.0588235294117647,儿子 研制 神舟 飞船 送 爸爸 上 太空 ！
一招自测发际线是否正常，科学记录发量变化,700000.0,1626.0,2.322857142857143,一招 自测 发际 线 是否 正常 ， 科学 记录 发量 变化
俄罗斯面面观 | 探访莫斯科购物中心：西方品牌撤出后 中国品牌填补空缺,44000.0,76.0,1.7272727272727273,俄罗斯 面面观   |   探访 莫斯科 购物中心 ： 西方 品牌 撤出 后   中国 品牌 填补空缺
【中国天团】狙击枪上放弹壳，她能坚持70分钟不掉落！,81000.0,7.0,0.0864197530864197,【 中国 天团 】 狙击枪 上放 弹壳 ， 她 能 坚持 70 分钟 不 掉落 ！
久居中国的美国人如何看待中美关系,47000.0,172.0,3.6595744680851054,久居 中国 的 美国 人 如何 看待 中美关系
种业翻身仗是什么“仗”？这“仗”怎么打？,290000.0,1369.0,4.720689655172414,种业 翻身仗 是 什么 “ 仗 ” ？ 这 “ 仗 ” 怎么 打 ？
正衣冠、盥洗礼、叩首礼、束脩礼……古人的拜师礼有多讲究,22000.0,28.0,1.2727272727272727,正 衣冠 、 盥洗 礼 、 叩首 礼 、 束脩 礼 … … 古人 的 拜师 礼有 多 讲究
38年前的今天，五星红旗首次在南极飘扬！,1096.0,2.0,1.8248175182481752,38 年前 的 今天 ， 五星红旗 首次 在 南极 飘扬 ！
听INTO-1刘宇《春风予你》，让雷锋精神常驻心间,129000.0,965.0,7.48062015503876,听 INTO - 1 刘宇 《 春风 予 你 》 ， 让 雷锋精神 常驻 心 间
那年今日，刘胡兰英勇就义！,19000.0,316.0,16.63157894736842,那年 今日 ， 刘胡兰 英勇 就义 ！
